SpID,TAXONOMIC_NAME,Family,Class,CURRENT_SPECIES_NAME,CURRENT_TAXONOMIC_NAME,MaxLength,Trophic Level,Trophic group,Water column,Diel Activity,Habitat
#N/A,Leiaster spp.,Ophidiasteridae,Asteroidea,Leiaster sp. [speciosus cf],Leiaster spp.,,,Benthic invertivore,benthic,,
4267,Leiocottus hirundo,Cottidae,Actinopterygii,Leiocottus hirundo,Leiocottus hirundo,25,3.5,Benthic invertivore,benthic,Day,rock
6910,Leiuranus versicolor,Ophichthidae,Actinopterygii,Leiuranus versicolor,Leiuranus versicolor,75.4,3.9,Benthic invertivore,benthic,,
5709,Lepadichthys frenatus,Gobiesocidae,Actinopterygii,Lepadichthys frenatus,Lepadichthys frenatus,5.7,3.4,Benthic invertivore,benthic,Day,sand
6314,Lepadogaster candolii,Gobiesocidae,Actinopterygii,Lepadogaster candolii,Lepadogaster candolii,,,Benthic invertivore,benthic,,
5400,Lepadogaster lepadogaster,Gobiesocidae,Actinopterygii,Lepadogaster lepadogaster,Lepadogaster lepadogaster,6.5,3.3,Benthic invertivore,benthic,Day,sand
4268,Lepidonectes bimaculata,Tripterygiidae,Actinopterygii,Lepidonectes bimaculata,Lepidonectes bimaculata,6.8,2.7,Benthic invertivore,benthic,Day,coral
4269,Lepidonectes clarkhubbsi,Tripterygiidae,Actinopterygii,Lepidonectes clarkhubbsi,Lepidonectes clarkhubbsi,6.5,2.7,Benthic invertivore,benthic,Day,coral
4270,Lepidonectes corallicola,Tripterygiidae,Actinopterygii,Lepidonectes corallicola,Lepidonectes corallicola,8.9,2.6,Benthic invertivore,benthic,Day,coral
6285,Lepidoperca tasmanica,Serranidae,Actinopterygii,Lepidoperca tasmanica,Lepidoperca tasmanica,,,Higher carnivore,benthic,,
3341,Lepidotrigla spp.,Triglidae,Actinopterygii,Lepidotrigla spp.,Lepidotrigla spp.,,,Benthic invertivore,benthic,,
3741,Lepidozygus tapeinosoma,Pomacentridae,Actinopterygii,Lepidozygus tapeinosoma,Lepidozygus tapeinosoma,10,3.4,Planktivore,Demersal,Day,coral
2623,Lepsiella baileyana,Muricidae,Gastropoda,Lepsiella baileyana,Lepsiella baileyana,3,,Benthic invertivore,benthic,,
2624,Lepsiella flindersi,Muricidae,Gastropoda,Lepsiella flindersi,Lepsiella flindersi,3.5,,Benthic invertivore,benthic,,
2550,Lepsiella vinosa,Muricidae,Gastropoda,Lepsiella vinosa,Lepsiella vinosa,2,,Benthic invertivore,benthic,,
1079,Leptatherina presbyteroides,Atherinidae,Actinopterygii,Leptatherina presbyteroides,Leptatherina presbyteroides,11,3.7,Browsing herbivore,pelagic non-site attached,Day,sand
4271,Leptocottus armatus,Cottidae,Actinopterygii,Leptocottus armatus,Leptocottus armatus,46,3.5,Benthic invertivore,benthic,Day,rock
2794,Leptograpsus variegatus,Grapsidae,Malacostraca,Leptograpsus variegatus,Leptograpsus variegatus,8,,Benthic invertivore,benthic,,
7096,Leptojulis chrysotaenia,Labridae,Actinopterygii,Leptojulis chrysotaenia,Leptojulis chrysotaenia,11,3.7,Benthic invertivore,Demersal,,
781,Leptojulis cyanopleura,Labridae,Actinopterygii,Leptojulis cyanopleura,Leptojulis cyanopleura,13,3.4,Benthic invertivore,Demersal,Day,coral
583,Leptomithrax gaimardii,Majidae,Malacostraca,Leptomithrax gaimardii,Leptomithrax gaimardii,12.5,,Benthic invertivore,benthic,,
6289,Leptomithrax longimanus,Majidae,Malacostraca,Leptomithrax longimanus,Leptomithrax longimanus,,,Benthic invertivore,benthic,,
3128,Leptoscarus vaigiensis,Labridae,Actinopterygii,Leptoscarus vaigiensis,Leptoscarus vaigiensis,35,2.3,Browsing herbivore,Demersal,Day,coral
6084,Lesueurigobius friesii,Gobiidae,Actinopterygii,Lesueurigobius friesii,Lesueurigobius friesii,13,3.2,Benthic invertivore,benthic,Day,sand
5868,Lethrinid spp.,Lethrinidae,Actinopterygii,Lethrinid spp.,Lethrinid spp.,,,Benthic invertivore,Demersal,Day,coral
5141,Lethrinus amboinensis,Lethrinidae,Actinopterygii,Lethrinus amboinensis,Lethrinus amboinensis,70,4,Benthic invertivore,Demersal,Day,coral
1658,Lethrinus atkinsoni,Lethrinidae,Actinopterygii,Lethrinus atkinsoni,Lethrinus atkinsoni,50,3.5,Benthic invertivore,Demersal,Day,coral
6564,Lethrinus borbonicus,Lethrinidae,Actinopterygii,Lethrinus borbonicus,Lethrinus borbonicus,40,,Benthic invertivore,benthic,,
3000,Lethrinus erythracanthus,Lethrinidae,Actinopterygii,Lethrinus erythracanthus,Lethrinus erythracanthus,70,3.4,Benthic invertivore,Demersal,Day,coral
5300,Lethrinus erythropterus,Lethrinidae,Actinopterygii,Lethrinus erythropterus,Lethrinus erythropterus,50,3.7,Benthic invertivore,Demersal,Day,coral
2994,Lethrinus genivittatus,Lethrinidae,Actinopterygii,Lethrinus genivittatus,Lethrinus genivittatus,25,3.5,Benthic invertivore,Demersal,Day,rock
2998,Lethrinus harak,Lethrinidae,Actinopterygii,Lethrinus harak,Lethrinus harak,50,3.6,Benthic invertivore,Demersal,Day,coral
2996,Lethrinus laticaudis,Lethrinidae,Actinopterygii,Lethrinus laticaudis,Lethrinus laticaudis,56,4.5,Higher carnivore,Demersal,Day,coral
2997,Lethrinus lentjan,Lethrinidae,Actinopterygii,Lethrinus lentjan,Lethrinus lentjan,52,4.2,Higher carnivore,Demersal,Day,coral
3721,Lethrinus mahsena,Lethrinidae,Actinopterygii,Lethrinus mahsena,Lethrinus mahsena,65,3.4,Benthic invertivore,Demersal,Day,coral
1659,Lethrinus microdon,Lethrinidae,Actinopterygii,Lethrinus microdon,Lethrinus microdon,80,3.8,Benthic invertivore,Demersal,Day,coral
1660,Lethrinus miniatus,Lethrinidae,Actinopterygii,Lethrinus miniatus,Lethrinus miniatus,90,3.5,Higher carnivore,Demersal,Day,rock
1661,Lethrinus nebulosus,Lethrinidae,Actinopterygii,Lethrinus nebulosus,Lethrinus nebulosus,87,3.3,Benthic invertivore,Demersal,Day,coral
2999,Lethrinus obsoletus,Lethrinidae,Actinopterygii,Lethrinus obsoletus,Lethrinus obsoletus,60,3.4,Benthic invertivore,Demersal,Day,coral
2995,Lethrinus olivaceus,Lethrinidae,Actinopterygii,Lethrinus olivaceus,Lethrinus olivaceus,100,3.8,Higher carnivore,Demersal,Day,coral
6217,Lethrinus ornatus,Lethrinidae,Actinopterygii,Lethrinus ornatus,Lethrinus ornatus,45,3.4,Benthic invertivore,Demersal,Day,coral
6337,Lethrinus rubrioperculatus,Lethrinidae,Actinopterygii,Lethrinus rubrioperculatus,Lethrinus rubrioperculatus,61.17647059,3.661111111,Benthic invertivore,Demersal,Day,Coral
3342,Lethrinus spp.,Lethrinidae,Actinopterygii,Lethrinus spp.,Lethrinus spp.,,3.4,Benthic invertivore,Demersal,Day,coral
6939,Lethrinus spp.,Lethrinidae,Actinopterygii,Lethrinus sp.[Gulf],Lethrinus spp.,,,Benthic invertivore,benthic,,
#N/A,Lethrinus spp.,#N/A,#N/A,Lethrinus sp. [genivittatus],Lethrinus spp.,,,,benthic,,
1662,Lethrinus variegatus,Lethrinidae,Actinopterygii,Lethrinus variegatus,Lethrinus variegatus,20,3.8,Benthic invertivore,Demersal,Day,coral
3720,Lethrinus xanthochilus,Lethrinidae,Actinopterygii,Lethrinus xanthochilus,Lethrinus xanthochilus,70,3.7,Benthic invertivore,Demersal,Day,coral
5476,Leucippa pentagona,Epialtidae,Malacostraca,Leucippa pentagona,Leucippa pentagona,,,Benthic invertivore,benthic,,
6488,Leucoraja ocellata,Rajidae,Elasmobranchii,Leucoraja ocellata,Leucoraja ocellata,,,Benthic invertivore,benthic,,
5988,Leucotheid spp.,Leucotheidae,Tentaculata,Leucothea spp.,Leucotheid spp.,,,planktivore,benthic,,
4272,Leucozonia tuberculata,Fasciolariidae,Gastropoda,Leucozonia tuberculata,Leucozonia tuberculata,,,Benthic invertivore,benthic,,
989,Leviprora inops,Platycephalidae,Actinopterygii,Leviprora inops,Leviprora inops,29.2,3.9,Higher carnivore,benthic,Night,sand
6517,Libinia emarginata,Epialtidae,Malacostraca,Libinia emarginata,Libinia emarginata,,,Benthic invertivore,benthic,,
4273,Limacia clavigera,Polyceridae,Gastropoda,Limacia clavigera,Limacia clavigera,2,,Benthic invertivore,benthic,,
4274,Limaria pacifica,Limidae,Bivalvia,Limaria pacifica,Limaria pacifica,2.8,,suspension feeders,benthic,,
2580,Limatula strangei,Limidae,Bivalvia,Limatula strangei,Limatula strangei,3.8,,suspension feeders,benthic,,
3147,Limnichthys fasciatus,Creediidae,Actinopterygii,Limnichthys fasciatus,Limnichthys fasciatus,5,3,Benthic invertivore,benthic,Day,sand
6531,Limulus polyphemus,Limulidae,Merostomata,Limulus polyphemus,Limulus polyphemus,,,Benthic invertivore,benthic,,
4275,Linckia columbiae,Ophidiasteridae,Asteroidea,Linckia columbiae,Linckia columbiae,10,,Benthic invertivore,benthic,,
1663,Linckia guildingi,Ophidiasteridae,Asteroidea,Linckia guildingi,Linckia guildingi,32,,Benthic invertivore,benthic,,
1664,Linckia laevigata,Ophidiasteridae,Asteroidea,Linckia laevigata,Linckia laevigata,22,,Benthic invertivore,benthic,,
1665,Linckia multifora,Ophidiasteridae,Asteroidea,Linckia multifora,Linckia multifora,12,,Benthic invertivore,benthic,,
3343,Linckia spp.,Ophidiasteridae,Asteroidea,Linckia spp.,Linckia spp.,,,Benthic invertivore,benthic,,
4276,Liocarcinus depurator,Polybiidae,Malacostraca,Liocarcinus depurator,Liocarcinus depurator,4,,Benthic invertivore,benthic,,
#N/A,Liocarcinus spp.,Polybiidae,Malacostraca,Liocarcinus sp. [depurator],Liocarcinus spp.,,,Benthic invertivore,benthic,,
2871,Liocranium praepositum,Tetrarogidae,Actinopterygii,Liocranium praepositum,Liocranium praepositum,13,3.2,Benthic invertivore,benthic,Day,coral
4277,Liopropoma rubre,Serranidae,Actinopterygii,Liopropoma rubre,Liopropoma rubre,100,4.1,Benthic invertivore,Demersal,Day,coral
3922,Liopropoma spp.,Serranidae,Actinopterygii,Liopropoma spp.,Liopropoma spp.,,,Benthic invertivore,Demersal,Day,coral
4278,Liparis montagui,Liparidae,Actinopterygii,Liparis montagui,Liparis montagui,12,3.5,Benthic invertivore,benthic,Night,rock
6001,Liparis spp.,Liparidae,Actinopterygii,Liparis spp.,Liparis spp.,,,Benthic invertivore,benthic,Night,rock
6098,Lipophrys adriaticus,Blenniidae,Actinopterygii,Lipophrys adriaticus,Lipophrys adriaticus,4,2.9,Scraping herbivore,benthic,Day,coral
4279,Lipophrys pholis,Blenniidae,Actinopterygii,Lipophrys pholis,Lipophrys pholis,30,3.1,Browsing herbivore,benthic,Day,coral
4280,Lithodes santolla,Lithodidae,Malacostraca,Lithodes santolla,Lithodes santolla,19,,Benthic invertivore,benthic,,
5482,Lithognathus lithognathus,Sparidae,Actinopterygii,Lithognathus lithognathus,Lithognathus lithognathus,200,2.9,Benthic invertivore,Demersal,Day,rock
5355,Lithognathus mormyrus,Sparidae,Actinopterygii,Lithognathus mormyrus,Lithognathus mormyrus,55,3.4,Benthic invertivore,Demersal,Day,rock
3879,Lithophaga spp.,Mytilidae,Bivalvia,Lithophaga spp.,Lithophaga spp.,,,suspension feeders,benthic,,
4281,Lithopoma tectum,Turbinidae,Gastropoda,Lithopoma tectum,Lithopoma tectum,6.3,,Scraping herbivore,benthic,,
2789,Litocheira bispinosa,Litocheiridae,Malacostraca,Litocheira bispinosa,Litocheira bispinosa,1.5,,Benthic invertivore,benthic,,
6132,Littorina obtusata,Littorinidae,Gastropoda,Littorina obtusata,Littorina obtusata,,,Scraping herbivore,benthic,,
6076,Liza aurata,Mugilidae,Actinopterygii,Liza aurata,Liza aurata,59,2.5,Browsing herbivore,pelagic non-site attached,Day,sand
6819,Liza ramada,Mugilidae,Actinopterygii,Liza ramada,Liza ramada,,,Browsing herbivore,benthic,,
5453,Liza richardsonii,Mugilidae,Actinopterygii,Liza richardsonii,Liza richardsonii,40.5,2.4,Planktivore,pelagic non-site attached,Day,sand
2545,Loliginid spp.,Loliginidae,Cephalopoda,Loliginid spp.,Loliginid spp.,,,Benthic invertivore,Demersal,Night,
1077,Lomis hirta,Lomisidae,Malacostraca,Lomis hirta,Lomis hirta,1.6,,Benthic invertivore,benthic,,
5268,Lopha cristagalli,Ostreidae,Bivalvia,Lopha cristagalli,Lopha cristagalli,11,,suspension feeders,benthic,,
3899,Lopha spp.,Ostreidae,Bivalvia,Lopha spp.,Lopha spp.,,,suspension feeders,benthic,,
4282,Lopholithodes mandtii,Lithodidae,Malacostraca,Lopholithodes mandtii,Lopholithodes mandtii,22.5,,Benthic invertivore,benthic,,
2364,Lorica volvox,Schizochitonidae,Polyplacophora,Lorica volvox,Lorica volvox,10,,Benthic invertivore,benthic,,
8,Lotella rhacina,Moridae,Actinopterygii,Lotella rhacina,Lotella rhacina,50,3.5,Higher carnivore,Demersal,Night,rock
8,Lotella rhacinus,Moridae,Actinopterygii,Lotella rhacina,Lotella rhacina,50,3.5,Higher carnivore,Demersal,Night,rock
6396,Lotilia graciliosa,Gobiidae,Actinopterygii,Lotilia graciliosa,Lotilia graciliosa,5,3.148550725,Benthic invertivore,benthic,Day,Sand
7138,Lotilia klausewitzi,Gobiidae,Actinopterygii,Lotilia klausewitzi,Lotilia klausewitzi,,,Browsing herbivore,benthic,,
3403,Lotilia spp.,Gobiidae,Actinopterygii,Lotilia spp.,Lotilia spp.,,,Benthic invertivore,benthic,Day,sand
4283,Loxechinus albus,Parechinidae,Echinoidea,Loxechinus albus,Loxechinus albus,10,,Scraping herbivore,benthic,,
4284,Loxorhynchus crispatus,Epialtidae,Malacostraca,Loxorhynchus crispatus,Loxorhynchus crispatus,9,,Benthic invertivore,benthic,,
#N/A,Loxorhynchus spp.,Epialtidae,Malacostraca,Loxorhynchus sp. [crispatus],Loxorhynchus spp.,,,Benthic invertivore,benthic,,
3705,Lubbockichthys multisquamatus,Pseudochromidae,Actinopterygii,Lubbockichthys multisquamatus,Lubbockichthys multisquamatus,7.5,3.5,Benthic invertivore,benthic,Night,coral
6858,Lucayablennius zingaro,Chaenopsidae,Actinopterygii,Lucayablennius zingaro,Lucayablennius zingaro,3.8,,Planktivore,benthic,,
2709,Luidia australiae,Luidiidae,Asteroidea,Luidia australiae,Luidia australiae,40,,Benthic invertivore,benthic,,
4285,Luidia foliolata,Luidiidae,Asteroidea,Luidia foliolata,Luidia foliolata,60,,Benthic invertivore,benthic,,
5627,Lunatia pallida,Naticidae,Gastropoda,Lunatia pallida,Lunatia pallida,,,Benthic invertivore,benthic,,
6818,Luria lurida,Cypraeidae,Gastropoda,Luria lurida,Luria lurida,,,Benthic invertivore,benthic,,
3435,Lutjanid spp.,Lutjanidae,Actinopterygii,Lutjanid spp.,Lutjanid spp.,,3.8,Benthic invertivore,Demersal,Day,rock
7242,Lutjanus adetii,Lutjanidae,Actinopterygii,Lutjanus adetii,Lutjanus adetii,50,,Higher carnivore,benthic,,
5550,Lutjanus alexandrei,Lutjanidae,Actinopterygii,Lutjanus alexandrei,Lutjanus alexandrei,24.3,3.8,Higher carnivore,Demersal,Day,coral
4286,Lutjanus analis,Lutjanidae,Actinopterygii,Lutjanus analis,Lutjanus analis,94,3.9,Higher carnivore,Demersal,Day,coral
4287,Lutjanus apodus,Lutjanidae,Actinopterygii,Lutjanus apodus,Lutjanus apodus,67.2,4.2,Higher carnivore,Demersal,Day,coral
4288,Lutjanus aratus,Lutjanidae,Actinopterygii,Lutjanus aratus,Lutjanus aratus,100,4.1,Higher carnivore,Demersal,Day,coral
2969,Lutjanus argentimaculatus,Lutjanidae,Actinopterygii,Lutjanus argentimaculatus,Lutjanus argentimaculatus,150,3.6,Higher carnivore,Demersal,Day,coral
4289,Lutjanus argentiventris,Lutjanidae,Actinopterygii,Lutjanus argentiventris,Lutjanus argentiventris,71,4,Higher carnivore,Demersal,Day,coral
3713,Lutjanus biguttatus,Lutjanidae,Actinopterygii,Lutjanus biguttatus,Lutjanus biguttatus,25,4.4,Higher carnivore,Demersal,Day,coral
2972,Lutjanus bohar,Lutjanidae,Actinopterygii,Lutjanus bohar,Lutjanus bohar,90,4.1,Higher carnivore,Demersal,Day,coral
6221,Lutjanus boutton,Lutjanidae,Actinopterygii,Lutjanus boutton,Lutjanus boutton,35,3.8,Higher carnivore,Demersal,Day,coral
1667,Lutjanus carponotatus,Lutjanidae,Actinopterygii,Lutjanus carponotatus,Lutjanus carponotatus,40,3.9,Higher carnivore,Demersal,Day,coral
4290,Lutjanus colorado,Lutjanidae,Actinopterygii,Lutjanus colorado,Lutjanus colorado,91,3.4,Higher carnivore,Demersal,Day,coral
6964,Lutjanus cyanopterus,Lutjanidae,Actinopterygii,Lutjanus cyanopterus,Lutjanus cyanopterus,160,,Higher carnivore,benthic,,
3714,Lutjanus decussatus,Lutjanidae,Actinopterygii,Lutjanus decussatus,Lutjanus decussatus,35,4,Higher carnivore,Demersal,Day,coral
4885,Lutjanus ehrenbergii,Lutjanidae,Actinopterygii,Lutjanus ehrenbergii,Lutjanus ehrenbergii,35,4.4,Higher carnivore,Demersal,Day,coral
6982,Lutjanus erythropterus,Lutjanidae,Actinopterygii,Lutjanus erythropterus,Lutjanus erythropterus,81.6,4.5,Higher carnivore,Demersal,,
1668,Lutjanus fulviflamma,Lutjanidae,Actinopterygii,Lutjanus fulviflamma,Lutjanus fulviflamma,35,3.8,Higher carnivore,Demersal,Day,coral
1925,Lutjanus fulvus,Lutjanidae,Actinopterygii,Lutjanus fulvus,Lutjanus fulvus,40,4.1,Higher carnivore,Demersal,Day,coral
1926,Lutjanus gibbus,Lutjanidae,Actinopterygii,Lutjanus gibbus,Lutjanus gibbus,50,3.6,Higher carnivore,Demersal,Day,coral
4291,Lutjanus griseus,Lutjanidae,Actinopterygii,Lutjanus griseus,Lutjanus griseus,89,4.3,Higher carnivore,Demersal,Day,coral
4292,Lutjanus guttatus,Lutjanidae,Actinopterygii,Lutjanus guttatus,Lutjanus guttatus,80,3.9,Higher carnivore,Demersal,Day,coral
4293,Lutjanus inermis,Lutjanidae,Actinopterygii,Lutjanus inermis,Lutjanus inermis,34,3.8,Higher carnivore,Demersal,Day,coral
4294,Lutjanus jocu,Lutjanidae,Actinopterygii,Lutjanus jocu,Lutjanus jocu,128,4.3,Higher carnivore,Demersal,Day,coral
2973,Lutjanus johnii,Lutjanidae,Actinopterygii,Lutjanus johnii,Lutjanus johnii,97,4.2,Higher carnivore,Demersal,Day,coral
4295,Lutjanus jordani,Lutjanidae,Actinopterygii,Lutjanus jordani,Lutjanus jordani,60,4.5,Higher carnivore,Demersal,Day,coral
1669,Lutjanus kasmira,Lutjanidae,Actinopterygii,Lutjanus kasmira,Lutjanus kasmira,40,3.6,Benthic invertivore,Demersal,Day,coral
2968,Lutjanus lemniscatus,Lutjanidae,Actinopterygii,Lutjanus lemniscatus,Lutjanus lemniscatus,65,4,Higher carnivore,Demersal,Day,coral
2966,Lutjanus lutjanus,Lutjanidae,Actinopterygii,Lutjanus lutjanus,Lutjanus lutjanus,35,4.1,Higher carnivore,pelagic site attached,Day,coral
4296,Lutjanus mahogoni,Lutjanidae,Actinopterygii,Lutjanus mahogoni,Lutjanus mahogoni,48,4.4,Higher carnivore,Demersal,Day,coral
2976,Lutjanus monostigma,Lutjanidae,Actinopterygii,Lutjanus monostigma,Lutjanus monostigma,60,4.3,Higher carnivore,Demersal,Day,coral
4297,Lutjanus novemfasciatus,Lutjanidae,Actinopterygii,Lutjanus novemfasciatus,Lutjanus novemfasciatus,170,4.1,Higher carnivore,Demersal,Day,coral
1671,Lutjanus quinquelineatus,Lutjanidae,Actinopterygii,Lutjanus quinquelineatus,Lutjanus quinquelineatus,38,3.6,Benthic invertivore,Demersal,Day,coral
6222,Lutjanus rivulatus,Lutjanidae,Actinopterygii,Lutjanus rivulatus,Lutjanus rivulatus,80,4.1,Higher carnivore,Demersal,Day,coral
6225,Lutjanus rufolineatus,Lutjanidae,Actinopterygii,Lutjanus rufolineatus,Lutjanus rufolineatus,20,3.7,Higher carnivore,Demersal,Day,coral
2980,Lutjanus russellii,Lutjanidae,Actinopterygii,Lutjanus russellii,Lutjanus russellii,50,4.3,Higher carnivore,Demersal,Day,coral
1672,Lutjanus sebae,Lutjanidae,Actinopterygii,Lutjanus sebae,Lutjanus sebae,116,4.3,Higher carnivore,Demersal,Day,coral
3715,Lutjanus semicinctus,Lutjanidae,Actinopterygii,Lutjanus semicinctus,Lutjanus semicinctus,35,4.2,Higher carnivore,Demersal,Day,coral
3344,Lutjanus spp.,Lutjanidae,Actinopterygii,Lutjanus spp.,Lutjanus spp.,,4,Higher carnivore,Demersal,Day,coral
3344,ADDED BY ROSS,Lutjanidae,Actinopterygii,Lutjanus spp.,Lutjanus sp. [1],,4,Higher carnivore,Demersal,Day,coral
6375,Lutjanus spp.,Lutjanidae,Actinopterygii,Lutjanus ?erythropterus,Lutjanus spp.,,,Higher carnivore,benthic,,
4298,Lutjanus synagris,Lutjanidae,Actinopterygii,Lutjanus synagris,Lutjanus synagris,60,3.8,Higher carnivore,Demersal,Day,coral
4299,Lutjanus viridis,Lutjanidae,Actinopterygii,Lutjanus viridis,Lutjanus viridis,30,4.2,Higher carnivore,Demersal,Day,coral
1673,Lutjanus vitta,Lutjanidae,Actinopterygii,Lutjanus vitta,Lutjanus vitta,40,4.1,Higher carnivore,Demersal,Day,coral
2591,Lutraria rhynchaena,Mactridae,Bivalvia,Lutraria rhynchaena,Lutraria rhynchaena,11.2,,suspension feeders,benthic,,
3900,Luzonichthys spp.,Serranidae,Actinopterygii,Luzonichthys spp.,Luzonichthys spp.,,,Benthic invertivore,Demersal,Day,coral
6752,Luzonichthys waitei,Serranidae,Actinopterygii,Luzonichthys waitei,Luzonichthys waitei,7,3.4,Planktivore,Demersal,,
4300,Luzonichthys whitleyi,Serranidae,Actinopterygii,Luzonichthys whitleyi,Luzonichthys whitleyi,5,3.4,Benthic invertivore,Demersal,Day,coral
5353,Lygdamis wirtzi,Sabellariidae,Polychaeta,Lygdamis wirtzi,Lygdamis wirtzi,,,Planktivore,benthic,,
6845,Lyncina carneola,Cypraeidae,Gastropoda,Lyncina carneola,Lyncina carneola,5,,Benthic invertivore,benthic,,
3560,Lyncina vitellus,Cypraeidae,Gastropoda,Lyncina vitellus,Lyncina vitellus,7,,Benthic invertivore,benthic,,
5343,Lysastrosoma anthosticta,Pycnopodiidae,Asteroidea,Lysastrosoma anthosticta,Lysastrosoma anthosticta,,,Benthic invertivore,benthic,,
6462,Lysmata amboinensis,Hippolytidae,Malacostraca,Lysmata amboinensis,Lysmata amboinensis,5,,Benthic invertivore,benthic,,
4028,Lysmata grabhami,Hippolytidae,Malacostraca,Lysmata grabhami,Lysmata grabhami,6,,Benthic invertivore,benthic,,
4029,Lytechinus semituberculatus,Toxopneustidae,Echinoidea,Lytechinus semituberculatus,Lytechinus semituberculatus,,,Scraping herbivore,benthic,,
4030,Lytechinus variegatus,Toxopneustidae,Echinoidea,Lytechinus variegatus,Lytechinus variegatus,11,,Scraping herbivore,benthic,,
4992,Lytechinus williamsi,Toxopneustidae,Echinoidea,Lytechinus williamsi,Lytechinus williamsi,8,,Scraping herbivore,benthic,,
4031,Lythrypnus dalli,Gobiidae,Actinopterygii,Lythrypnus dalli,Lythrypnus dalli,6.4,3.2,Benthic invertivore,benthic,Day,rock
6070,Lythrypnus gilberti,Gobiidae,Actinopterygii,Lythrypnus gilberti,Lythrypnus gilberti,4.5,3.5,Benthic invertivore,benthic,Day,rock
4032,Lythrypnus zebra,Gobiidae,Actinopterygii,Lythrypnus zebra,Lythrypnus zebra,5.7,3.2,Benthic invertivore,benthic,Day,rock
1927,Macolor macularis,Lutjanidae,Actinopterygii,Macolor macularis,Macolor macularis,60,4,Benthic invertivore,Demersal,Day,coral
2977,Macolor niger,Lutjanidae,Actinopterygii,Macolor niger,Macolor niger,75,3.995744681,Benthic invertivore,Demersal,Day,coral
6872,Macrocoeloma trispinosum,Majidae,Malacostraca,Macrocoeloma trispinosum,Macrocoeloma trispinosum,,,Benthic invertivore,benthic,,
3212,Macrodontogobius wilburi,Gobiidae,Actinopterygii,Macrodontogobius wilburi,Macrodontogobius wilburi,6.5,2.8,Omnivore,benthic,Day,sand
4033,Macropharyngodon bipartitus,Labridae,Actinopterygii,Macropharyngodon bipartitus,Macropharyngodon bipartitus,13,3.130447761,Benthic invertivore,Demersal,Day,coral
3118,Macropharyngodon choati,Labridae,Actinopterygii,Macropharyngodon choati,Macropharyngodon choati,7.6,3.3,Benthic invertivore,Demersal,Day,coral
5345,Macropharyngodon geoffroy,Labridae,Actinopterygii,Macropharyngodon geoffroy,Macropharyngodon geoffroy,15,3.4,Benthic invertivore,Demersal,Day,coral
3119,Macropharyngodon kuiteri,Labridae,Actinopterygii,Macropharyngodon kuiteri,Macropharyngodon kuiteri,10,3.3,Benthic invertivore,Demersal,Day,coral
1674,Macropharyngodon meleagris,Labridae,Actinopterygii,Macropharyngodon meleagris,Macropharyngodon meleagris,15,2.9,Benthic invertivore,Demersal,Day,coral
648,Macropharyngodon negrosensis,Labridae,Actinopterygii,Macropharyngodon negrosensis,Macropharyngodon negrosensis,12,3.4,Benthic invertivore,Demersal,Day,coral
1675,Macropharyngodon ornatus,Labridae,Actinopterygii,Macropharyngodon ornatus,Macropharyngodon ornatus,13,3.4,Benthic invertivore,Demersal,Day,coral
6647,Macropharyngodon spp.,Labridae,Actinopterygii,Macropharyngodon spp.,Macropharyngodon spp.,,,Benthic invertivore,benthic,,
2730,Macrophiothrix rhabdota,Ophiotrichidae,Ophiuroidea,Macrophiothrix rhabdota,Macrophiothrix rhabdota,,,omnivore,benthic,,
6080,Macropodia rostrata,Inachidae,Malacostraca,Macropodia rostrata,Macropodia rostrata,,,Benthic invertivore,benthic,,
2695,Madrella sanguinea,Madrellidae,Gastropoda,Madrella sanguinea,Madrella sanguinea,2,,Benthic invertivore,benthic,,
3880,Maja spp.,Majidae,Malacostraca,Maja spp.,Maja spp.,,,Benthic invertivore,benthic,,
6097,Maja squinado,Majidae,Malacostraca,Maja squinado,Maja squinado,,,Benthic invertivore,benthic,,
1338,Majid spp.,Majidae,Malacostraca,Majid spp.,Majid spp.,,,Benthic invertivore,benthic,,
1676,Malacanthus brevirostris,Malacanthidae,Actinopterygii,Malacanthus brevirostris,Malacanthus brevirostris,32,3.5,Benthic invertivore,Demersal,Night,sand
2948,Malacanthus latovittatus,Malacanthidae,Actinopterygii,Malacanthus latovittatus,Malacanthus latovittatus,45,3.5,Benthic invertivore,Demersal,Night,sand
4034,Malacanthus plumieri,Malacanthidae,Actinopterygii,Malacanthus plumieri,Malacanthus plumieri,70,3.6,Benthic invertivore,Demersal,Night,sand
4035,Malacoctenus boehlkei,Labrisomidae,Actinopterygii,Malacoctenus boehlkei,Malacoctenus boehlkei,6.4,3.4,Benthic invertivore,benthic,Day,rock
4036,Malacoctenus ebisui,Labrisomidae,Actinopterygii,Malacoctenus ebisui,Malacoctenus ebisui,6.5,3.5,Benthic invertivore,benthic,Day,rock
6504,Malacoctenus hubbsi,Labrisomidae,Actinopterygii,Malacoctenus hubbsi,Malacoctenus hubbsi,,,Benthic invertivore,benthic,,
4037,Malacoctenus macropus,Labrisomidae,Actinopterygii,Malacoctenus macropus,Malacoctenus macropus,5.5,3.4,Benthic invertivore,benthic,Day,rock
4038,Malacoctenus margaritae,Labrisomidae,Actinopterygii,Malacoctenus margaritae,Malacoctenus margaritae,6.5,3.5,Benthic invertivore,benthic,Day,rock
5977,Malacoctenus spp.,Labrisomidae,Actinopterygii,Malacoctenus spp.,Malacoctenus spp.,,,Benthic invertivore,benthic,Day,rock
